加油站代號,加油站名稱,加油站地址,加油站電話,煤油品項,是否有庫存
D214R,內湖站,114台北市內湖區民權東路六段50號,02-27920678,4L聽裝煤油 (025,是
D214T,八里站,249新北市八里區中山路一段1號,02-26104191,4L聽裝煤油 (025,是
D214X,西湖,114台北市內湖區內湖路一段59號,02-27992147,4L聽裝煤油 (025,是
D214Y,建國北路站,104台北市中山區建國北路三段91號之1,02-25014338,4L聽裝煤油 (025,是
D214Z,新莊站,242新北市新莊區中正路338號,02-29965736,4L聽裝煤油 (025,是
D2150,木柵站,116台北市文山區木柵路三段2號,02-29392990,4L聽裝煤油 (025,是
D2151,萬隆站,116台北市文山區興隆路一段13號,02-29312829,4L聽裝煤油 (025,是
D2152,中和站,235新北市中和區中和路260號,02-22493364,4L聽裝煤油 (025,是
D2153,淡水站,251新北市淡水區中正東路1號,02-26212343,4L聽裝煤油 (025,是
D2154,金山南路站,106台北市大安區金山南路二段77號,02-23518346,4L聽裝煤油 (025,是
D2156,陽明山站,111台北市士林區陽明山格致路3號,02-28616052,4L聽裝煤油 (025,是
D2157,復興北路站,105台北市松山區復興北路31號,02-27112342,4L聽裝煤油 (025,是
D2158,泰山站,243新北市泰山區泰林路二段424號,02-29097921,4L聽裝煤油 (025,是
D2159,新生南路站,106台北市大安區仁愛路三段1號,02-27112316,4L聽裝煤油 (025,是
D215A,屈尺站,231新北市新店區新烏路2段202號,02-26668137,4L聽裝煤油 (025,是
D215E,林口站,244新北市林口區中山路１號,02-26015017,4L聽裝煤油 (025,是
D215H,板橋民族路站,220新北市板橋區民族路90號,02-29536247,4L聽裝煤油 (025,是
D215J,南港站,115台北市南港區南港路二段50號,02-27822408,4L聽裝煤油 (025,是
D215K,蘆洲站,   新北市蘆洲區三民路99號,02-22812333,4L聽裝煤油 (025,是
D215L,環河南路站,108台北市萬華區環河南路二段274之2及177之1,02-23040528,4L聽裝煤油 (025,是
D215M,三峽站,237新北市三峽區介壽路一段193號,02-26711123,4L聽裝煤油 (025,否
D215N,鶯歌站,239新北市鶯歌區文化路152號,02-26792944,4L聽裝煤油 (025,是
D215R,新店北新路站,231新北市新店區北新路一段90號,02-29180305,4L聽裝煤油 (025,否
D215T,莒光路站,100台北市中正區莒光路2號,02-23028385,4L聽裝煤油 (025,是
D215V,泰新加油加氣站,243新北市泰山區新北大道五段1號,02-29094220,4L聽裝煤油 (025,是
D215W,東湖站,114台北市內湖區康寧路三段225號,02-26311524,4L聽裝煤油 (025,是
D215X,新莊大漢橋站,242新北市新莊區思源路41-1號,02-29977573,4L聽裝煤油 (025,是
D215Y,鶯桃路站,239新北市鶯歌區建國路608號,02-26792083,4L聽裝煤油 (025,是
D215Z,三多站,   新北市樹林區中正路433號,02-26886405,4L聽裝煤油 (025,是
D2160,樹林站,   新北市樹林區樹新路207號,02-26812405,4L聽裝煤油 (025,是
D2161,二重站,241新北市三重區重新路五段652號,02-29950790,4L聽裝煤油 (025,是
D2162,桂林路站,108台北市萬華區桂林路53號,02-23819053,4L聽裝煤油 (025,是
D2163,信義路站,106台北市大安區信義路四段374號,02-27081235,4L聽裝煤油 (025,是
D2164,汀州路站,100台北市中正區汀州路三段１號,02-23655595,4L聽裝煤油 (025,是
D2165,民生東路站,105台北市松山區三民路126號,02-27671664,4L聽裝煤油 (025,是
D2167,松山路站,110台北市信義區松山路480號,02-27297328,4L聽裝煤油 (025,是
D2168,文林路站,111台北市士林區文林路100號,02-28817934,4L聽裝煤油 (025,是
D2169,富陽街站,106台北市大安區富陽街129號,02-27324229,4L聽裝煤油 (025,是
D216A,吉林路站,104台北市中山區吉林路31號,02-25417952,4L聽裝煤油 (025,是
D216F,永和永利路站,234新北市永和區永利路69號,02-29212541,4L聽裝煤油 (025,是
D216H,蘆洲中山二路站,   新北市蘆洲區中山二路309號,02-22859867,4L聽裝煤油 (025,是
D216J,大埔站,237新北市三峽區中正路二段165號,02-26710050,4L聽裝煤油 (025,是
D216K,五股工業區站,242新北市新莊區五工路99-3號(周日營業時間:09~18),02-22980057,4L聽裝煤油 (025,是
D216L,大直站,104台北市中山區明水路661號,02-25320154,4L聽裝煤油 (025,是
D216R,埔墘站,220新北市板橋區中山路二段320號,02-29553436,4L聽裝煤油 (025,是
D216U,內湖麗山街站,114台北市內湖區內湖路一段362號,02-26577339,4L聽裝煤油 (025,是
D216V,淡海新市鎮站,251新北市淡水區埤島里二鄰淡金路2段599號,02-26228923,4L聽裝煤油 (025,是
D216Y,安康加油加氣站,   台北市內湖區安康路284號(加氣部份暫停營業),02-27909413,4L聽裝煤油 (025,是
D2170,五股站,248新北市五股區中興路四段21號,02-22917541,4L聽裝煤油 (025,是
D2171,重陽路,241新北市三重區忠孝路一段１號,02-29718645,4L聽裝煤油 (025,是
D2172,新生北路站,104台北市中山區新生北路二段71號,02-25815206,4L聽裝煤油 (025,是
D2173,土城廣福路站,236新北市土城區四川路１號,02-89672580,4L聽裝煤油 (025,是
D2174,土城站,236新北市土城區中央路二段280號,02-22602808,4L聽裝煤油 (025,是
D2176,光復北路站,105台北市松山區光復北路13號,02-27674900,4L聽裝煤油 (025,是
D2177,大豐站,231新北市新店區北新路二段205號,02-29117053,4L聽裝煤油 (025,否
D2178,林森北路站,104台北市中山區林森北路11號,02-23410686,4L聽裝煤油 (025,是
D2179,積穗站,235新北市中和區中山路二段550號,02-22219719,4L聽裝煤油 (025,是
D217F,新店中正路站,   新北市新店區中正路470號,02-22192678,4L聽裝煤油 (025,是
D217J,蘆洲三民路站,247新北市蘆洲區三民路550號,02-22890485,4L聽裝煤油 (025,是
D217K,濱江大直橋加油加氣站,105台北市松山區濱江街373號,02-25177975,4L聽裝煤油 (025,是
D234C,武陵站,330桃園市桃園區中山路1020號,03-3604492,4L聽裝煤油 (025,是
D234D,中山路站,330桃園市桃園區中山路522號,03-3323504,4L聽裝煤油 (025,是
D234F,迴龍站,333桃園市龜山區龍壽里萬壽路一段383號,02-82093915,4L聽裝煤油 (025,是
D234G,林口工三,333桃園市龜山區樂善里文化一路33號,03-3282232,4L聽裝煤油 (025,是
D234H,龜山站,333桃園市龜山區萬壽路二段640號,03-3296223,4L聽裝煤油 (025,是
D234M,蘆竹站,338桃園市蘆竹區錦興里中正路342號,03-3224714,4L聽裝煤油 (025,是
D234N,三民路站,330桃園市桃園區三民路一段150號,03-3348425,4L聽裝煤油 (025,是
D234T,桃園機場第三站,337桃園市大園區埔心里航勤南路2號,03-3834374,4L聽裝煤油 (025,是
D234V,大園站,337桃園市大園區中正東路58號,03-3862243,4L聽裝煤油 (025,是
D234W,大竹站,338桃園市蘆竹區大竹里大竹路503號,03-3232425,4L聽裝煤油 (025,是
D234X,春日路站,330桃園市桃園區春日路971號,03-3550381,4L聽裝煤油 (025,是
D234Y,平鎮站,324桃園市平鎮區延平路二段152號,03-4934734,4L聽裝煤油 (025,是
D234Z,埔心站,326桃園市楊梅區中山北路二段308號,03-4826370,4L聽裝煤油 (025,是
D235A,楊梅站,326桃園市楊梅區中山路96號,03-4782205,4L聽裝煤油 (025,是
D235C,梅溪加油加氣站,326桃園市楊梅區中山北路一段391號,03-4782632,4L聽裝煤油 (025,是
D235D,新富站,   桃園市平鎮區新富里中豐路一段298號,03-4573401,4L聽裝煤油 (025,是
D235E,建龍站,325桃園市龍潭區烏林里中豐路716號,03-4792578,4L聽裝煤油 (025,否
D235F,新坡站,328桃園市觀音區大同里中山路二段794號,03-2825887,4L聽裝煤油 (025,是
D235G,新屋站,327桃園市新屋區中山路85號,03-4772644,4L聽裝煤油 (025,是
D235H,觀音站,328桃園市觀音區廣興里中山路一段166號,03-4735944,4L聽裝煤油 (025,是
D235J,龍潭站,325桃園市龍潭區北龍路264號,03-4792614,4L聽裝煤油 (025,是
D235K,富岡站,326桃園市楊梅區民富路三段574號,03-4722045,4L聽裝煤油 (025,否
D235L,介壽路站,330桃園市桃園區介壽路324號,03-3615070,4L聽裝煤油 (025,是
D235M,八德站,   桃園市八德區竹園里長興路556號,03-3651042,4L聽裝煤油 (025,是
D235N,茄苳站,   桃園市八德區茄苳里中華路575號,03-3696978,4L聽裝煤油 (025,是
D235Q,中壢工業區加油加氣站,320桃園市中壢區中華路二段230號,03-4521948,4L聽裝煤油 (025,是
D235R,中壢工二站,320桃園市中壢區吉林路37巷15號,03-4620443,4L聽裝煤油 (025,是
D235T,中壢站,320桃園市中壢區延平路33號,03-4522044,4L聽裝煤油 (025,是
D235U,龍岡站,320桃園市中壢區環中東路二段659號,03-4592501,4L聽裝煤油 (025,是
D235V,大溪站,335桃園市大溪區瑞興里20鄰瑞安路一段268號,03-3801304,4L聽裝煤油 (025,是
D235X,慈湖站,335桃園市大溪區復興路一段970號,03-3881410,4L聽裝煤油 (025,是
D235Y,復興站,336桃園市復興區澤仁里中正路267號,03-3822939,4L聽裝煤油 (025,是
D235Z,觀音三和站,328桃園市觀音區三和里濱海路武威段2號,03-4737011,4L聽裝煤油 (025,是
D237P,海口站,337桃園市大園區海口里三民路一段158號,03-3935333,4L聽裝煤油 (025,是
D237V,天祥站,   桃園市中壢區五權里民族路三段226號,03-2813170,4L聽裝煤油 (025,是
D237W,大園民生站,   桃園市大園區橫峰里1鄰民生南路163號,03-3856171,4L聽裝煤油 (025,是
D237X,大園國際站,337桃園市大園區圳頭里國際路一段772號,03-3856800,4L聽裝煤油 (025,是
D237Y,廣豐站,326桃園市楊梅區大平里中山南路259號,03-4786145,4L聽裝煤油 (025,是
D2386,中壢服務區站,320桃園市中壢區內定里20鄰內定二街998-6號,03-4622920,4L聽裝煤油 (025,是
D4140,彰化站,500彰化縣彰化市和調里中山路三段27號,04-7222759,4L聽裝煤油 (025,是
D4141,三民路站,402台中市南區福平里三民路一段１號,04-22613854,4L聽裝煤油 (025,是
D4142,大同站,404台中市北區錦平里三民路三段225號,04-22223385,4L聽裝煤油 (025,是
D4143,草屯站,542南投縣草屯鎮玉峰里中正路880號,049-2362049,4L聽裝煤油 (025,是
D4144,豐潭站,427台中市潭子區栗林里中山路三段249號,04-25324634,4L聽裝煤油 (025,是
D4145,大甲站,437台中市大甲區頂店里中山路一段1120號,04-26872314,4L聽裝煤油 (025,是
D4146,梨山站,424台中市和平區梨山里中正路224號,04-25981393,4L聽裝煤油 (025,是
D4147,員林站,510彰化縣員林市三多里中山路二段495號,04-8320294,4L聽裝煤油 (025,是
D4148,二林站,526彰化縣二林鎮豐田里二溪路一段212號,04-8960049,4L聽裝煤油 (025,是
D4149,東勢站,423台中市東勢區粵寧里豐勢路678號,04-25872454,4L聽裝煤油 (025,是
D414A,龍井站,434台中市龍井區竹坑里沙田路四段175號,04-26353010,4L聽裝煤油 (025,是
D414E,埔里中山路站,545南投縣埔里鎮中山路二段141號,049-2982844,4L聽裝煤油 (025,是
D414F,國聖站,500彰化縣彰化市國聖里中山路三段708號,04-7321540,4L聽裝煤油 (025,是
D414G,草屯新豐,542南投縣草屯鎮中正路1615號,049-2333704,4L聽裝煤油 (025,否
D414H,溪頭,558南投縣鹿谷鄉內湖村興產路4-5號,049-2612126,4L聽裝煤油 (025,是
D414J,台中港站,436台中市清水區海演里臨港路6段1號,04-26562247,4L聽裝煤油 (025,是
D414K,芬園站,502彰化縣芬園鄉彰南路四段354號,049-2522244,4L聽裝煤油 (025,是
D414L,大肚站,432台中市大肚區新興里沙田路二段222號,04-26992502,4L聽裝煤油 (025,是
D414M,南投三和站,540南投縣南投市三和里中興路549號,049-2227255,4L聽裝煤油 (025,是
D414N,國姓站,544南投縣國姓鄉福龜村中正路一段55號,049-2721240,4L聽裝煤油 (025,是
D414R,霧社站,546南投縣仁愛鄉大同村仁和路14號,049-2802275,4L聽裝煤油 (025,是
D414T,和美站,508彰化縣和美鎮和東里彰美路五段85號,04-7553024,4L聽裝煤油 (025,是
D414U,進化路站,404台中市北區錦洲里進化路656號,04-22323873,4L聽裝煤油 (025,是
D414V,外埔站,438台中市外埔區大同里甲后路三段758號,04-26833350,4L聽裝煤油 (025,是
D414W,鹿谷站,558南投縣鹿谷鄉鹿谷村中正路二段137號,049-2752874,4L聽裝煤油 (025,是
D414X,沙鹿站,433台中市沙鹿區台灣大道7段391號,04-26314644,4L聽裝煤油 (025,是
D414Y,台中工業區加油加氣站,407台中市西屯區福和里臺灣大道四段1047號,04-23592968,4L聽裝煤油 (025,是
D414Z,社頭站,511彰化縣社頭鄉員集路二段583號,04-8732534,4L聽裝煤油 (025,是
D4150,埔里站,545南投縣埔里鎮中山路三段172號,049-2982403,4L聽裝煤油 (025,是
D4151,南門橋站,412台中市大里區西榮里中興路二段691號,04-24826451,4L聽裝煤油 (025,是
D4152,溪湖站,514彰化縣溪湖鎮東寮里彰水路4段93號,04-8852244,4L聽裝煤油 (025,否
D4153,竹山站,557南投縣竹山鎮竹山里集山路三段884號,049-2642304,4L聽裝煤油 (025,是
D4154,清水站,436台中市清水區中山路507-18號,04-26222464,4L聽裝煤油 (025,是
D4155,水里站,553南投縣水里鄉南光村民生路53號,049-2770244,4L聽裝煤油 (025,是
D4156,彰化中山路站,500彰化縣彰化市華北里中山路二段396號,04-7224496,4L聽裝煤油 (025,是
D4157,溪州站,524彰化縣溪州鄉溪州村中山路三段6號,04-8892079,4L聽裝煤油 (025,是
D4159,田中站,520彰化縣田中鎮南路里員集路一段783號,04-8742705,4L聽裝煤油 (025,是
D415A,大安站,439台中市大安區東安里8鄰中山南路193號,04-26712249,4L聽裝煤油 (025,否
D415E,埤頭站,523彰化縣埤頭鄉中和村彰水路一段499號,04-8897844,4L聽裝煤油 (025,是
D415F,卓蘭站,369苗栗縣卓蘭鎮中正西路101號,04-25892174,4L聽裝煤油 (025,是
D415G,田尾站,522彰化縣田尾鄉饒平村中山路一段393號,04-8831042,4L聽裝煤油 (025,是
D415H,大甲日南站,437台中市大甲區經國路1666號,04-26871037,4L聽裝煤油 (025,是
D415J,中寮站,541南投縣中寮鄉永平村永平路349-13號,049-2691730,4L聽裝煤油 (025,是
D415K,芳苑站,528彰化縣芳苑鄉仁愛村斗苑路10號,04-8984558,4L聽裝煤油 (025,是
D415L,太平站,411台中市太平區太平里太平路651號,04-22787508,4L聽裝煤油 (025,是
D415M,青海路站,407台中市西屯區青海路二段211號,04-27015054,4L聽裝煤油 (025,是
D415N,魚池站,555南投縣魚池鄉魚池村魚池街772號,049-2895352,4L聽裝煤油 (025,是
D415R,文心路站,407台中市西屯區文心路三段2號,04-23131239,4L聽裝煤油 (025,是
D415T,集集站,552南投縣集集鎮林尾里民生路317號,049-2763894,4L聽裝煤油 (025,是
D415U,向上路站,403台中市西區向上路一段27號,04-23011800,4L聽裝煤油 (025,是
D415V,大雅中清路站,428台中市大雅區中清路三段951號,04-25664445,4L聽裝煤油 (025,是
D415W,伸港站,509彰化縣伸港鄉新港村新港路95號,04-7983424,4L聽裝煤油 (025,是
D415X,梧棲站,435台中市梧棲區八德路2號,04-26568415,4L聽裝煤油 (025,是
D415Y,信義站,556南投縣信義鄉明德村玉山路116號,049-2791837,4L聽裝煤油 (025,是
D415Z,和平站,424台中市和平區南勢里東關路三段5號,04-25941891,4L聽裝煤油 (025,是
D4160,永靖站,512彰化縣永靖鄉港西村中山路一段637號,04-8221945,4L聽裝煤油 (025,是
D4161,霧峰站,413台中市霧峰區中正路784號,04-23393270,4L聽裝煤油 (025,是
D4162,后里站,421台中市后里區三豐路427號,04-25562174,4L聽裝煤油 (025,是
D4163,花壇站,503彰化縣花壇鄉花壇村中山路一段384號,04-7862064,4L聽裝煤油 (025,是
D4164,大雅路站,404台中市北區中清路一段172號,04-22029046,4L聽裝煤油 (025,是
D4165,北斗站,521彰化縣北斗鎮大道里中山路二段207號,04-8882154,4L聽裝煤油 (025,是
D4166,彰化中華路,500彰化縣彰化市平和里新平路100號,04-7621186,4L聽裝煤油 (025,是
D4167,北屯站,406台中市北屯區北屯路436號,04-22435121,4L聽裝煤油 (025,是
D4168,名間站,551南投縣名間鄉中正村南雅街151號,049-2732629,4L聽裝煤油 (025,是
D4169,南投站,540南投縣南投市三民里彰南路二段71號,049-2222650,4L聽裝煤油 (025,是
D416A,大城站,527彰化縣大城鄉上山村魚寮路50號,04-8944223,4L聽裝煤油 (025,是
D416E,青島路站,406台中市北屯區文心路四段119號,04-22925400,4L聽裝煤油 (025,是
D416F,昌平路站,406台中市北屯區昌平路一段95號,04-22348061,4L聽裝煤油 (025,是
D416G,永和街站,402台中市南區和平里美村南路77號,04-22611600,4L聽裝煤油 (025,是
D416H,二水站,530彰化縣二水鄉裕民村南通路二段680號,04-8790305,4L聽裝煤油 (025,是
D416J,東山路站,406台中市北屯區東山路一段377-5號,04-22392062,4L聽裝煤油 (025,是
D416K,公益路站,408台中市南屯區公益路二段2號,04-23269700,4L聽裝煤油 (025,是
D416L,坪頂站,434台中市龍井區新庄里臺灣大道六段6號,04-26316507,4L聽裝煤油 (025,是
D416M,霧峰林森路站,413台中市霧峰區林森路455號,04-23339411,4L聽裝煤油 (025,是
D416N,埔鹽站,516彰化縣埔鹽鄉好修村員鹿路二段99號,04-8651196,4L聽裝煤油 (025,是
D416R,石岡豐勢路站,422台中市石岡區九房里明德路2號,04-25722984,4L聽裝煤油 (025,是
D416T,員東路站,510彰化縣員林市員東路二段413號,04-8329743,4L聽裝煤油 (025,是
D416U,新社站,426台中市新社區中正里中和街五段58號,04-25819102,4L聽裝煤油 (025,是
D416V,五權西路站,402台中市南屯區五權西路二段566號,04-23893367,4L聽裝煤油 (025,是
D416W,松竹路站,406台中市北屯區松和里松竹路二段４２７號,04-22451915,4L聽裝煤油 (025,是
D416X,太平長億路站,411台中市太平區太平路137號,04-22709613,4L聽裝煤油 (025,是
D416Y,南崗工業區站,540南投縣南投市平山里仁和路13號,049-2251460,4L聽裝煤油 (025,是
D416Z,竹山延平站,557南投縣竹山鎮延平里集山路二段869號,049-2649304,4L聽裝煤油 (025,是
D4170,烏日站,414台中市烏日區九德里中山路一段539號,04-23381514,4L聽裝煤油 (025,是
D4171,復興路站,402台中市南區復興路三段73號,04-22617800,4L聽裝煤油 (025,是
D4172,公園路站,404台中市北區三民路三段50號,04-22237535,4L聽裝煤油 (025,是
D4173,福興站,506彰化縣福興鄉橋頭村彰鹿路七段477號,04-7772534,4L聽裝煤油 (025,是
D4174,日月潭站,555南投縣魚池鄉水社村中山路20號,049-2855160,4L聽裝煤油 (025,是
D4175,豐原大湳站,420台中市豐原區三豐路一段432號,04-25225504,4L聽裝煤油 (025,是
D4176,翁子站,420台中市豐原區豐勢路一段588號,04-25225510,4L聽裝煤油 (025,是
D4177,秀水站,504彰化縣秀水鄉安東村彰水路一段30號,04-7692141,4L聽裝煤油 (025,是
D4178,南投民族街站,540南投縣南投市平和里民族街163號,049-2222741,4L聽裝煤油 (025,是
D4179,振興路站,401台中市東區泉源里建成路556號,04-22134096,4L聽裝煤油 (025,是
D417A,埔心站,513彰化縣埔心鄉瓦北村員鹿路一段421號,04-8293874,4L聽裝煤油 (025,是
D417E,橋頭站,510彰化縣員林市員集路一段46號,04-8721990,4L聽裝煤油 (025,是
D417H,彰化彰興路站,500彰化縣彰化市三村里一鄰彰興路二段81號,047-377187,4L聽裝煤油 (025,是
D417J,員林快速道站,513彰化縣埔心鄉瓦南村中山路281號,04-8398903,4L聽裝煤油 (025,是
D417M,台中工業區南站,   台中市南屯區工業區18路26號之1,04-23595269,4L聽裝煤油 (025,是
D417N,田中二站,   彰化縣田中鎮北路里東閔路二段722號,04-8745633,4L聽裝煤油 (025,是
D417R,烏日高鐵站,414台中市烏日區建國路265號,04-23377492,4L聽裝煤油 (025,是
D417T,南崗三路站,540南投縣南投市南崗三路278-1號,049-2254902,4L聽裝煤油 (025,是
D417U,成功嶺站,414台中市烏日區榮泉路252號,04-23374286,4L聽裝煤油 (025,是
D417V,追分站,432台中市大肚區沙田路一段167號,04-26937955,4L聽裝煤油 (025,是
D4180,豐原交流道站,429台中市神岡區岸裡里中山路88號,04-25228204,4L聽裝煤油 (025,是
D4185,北斗交流道站,   彰化縣埤頭鄉斗苑東路7號,04-8783372,4L聽裝煤油 (025,是
D4186,竹山交流道站,   南投縣竹山鎮山崇里集山路二段419唬,049-2624821,4L聽裝煤油 (025,否
D4187,南投服務區站,540南投縣南投市南鄉路250巷142弄8號,049-2204987,4L聽裝煤油 (025,否
D4240,新竹站,   新竹市東區中華路二段347號,03-5225043,4L聽裝煤油 (025,是
D4241,橫山站,312新竹縣橫山鄉大肚村中豐路二段96號,03-5932902,4L聽裝煤油 (025,是
D4242,竹東站,310新竹縣竹東鎮東寧路一段2號,03-5962447,4L聽裝煤油 (025,是
D4243,科學園區站,   新竹市東區龍山里工業東二路2-2號,03-5779157,4L聽裝煤油 (025,是
D4244,民華站,   新竹市東區中華路二段156-1號,03-5326491,4L聽裝煤油 (025,否
D4245,寶山站,308新竹縣寶山鄉雙新村寶新路1段65號,03-5204346,4L聽裝煤油 (025,是
D4246,關西站,306新竹縣關西鎮中豐路二段50號,03-5872134,4L聽裝煤油 (025,是
D4247,府前站,302新竹縣竹北市縣政二路112號,03-5556350,4L聽裝煤油 (025,是
D4248,竹北站,302新竹縣竹北市中華路439號,03-5552154,4L聽裝煤油 (025,是
D4249,湖口站,303新竹縣湖口鄉湖鏡村中正路三段346號,03-5690155,4L聽裝煤油 (025,是
D4250,尖石站,313新竹縣尖石鄉嘉樂村麥樹仁2鄰66號,03-5842322,4L聽裝煤油 (025,否
D4251,光復站,   新竹市東區光復路二段716號,035-718604,4L聽裝煤油 (025,是
D4252,新埔站,305新竹縣新埔鎮中正路902號,03-5882174,4L聽裝煤油 (025,否
D4253,香山站,300新竹市香山區中華路五段54號,03-5383201,4L聽裝煤油 (025,是
D4254,新湖口站,303新竹縣湖口鄉中正路二段20號,03-5991267,4L聽裝煤油 (025,是
D4255,關東橋站,300新竹市東區光復路一段529號,035-772433,4L聽裝煤油 (025,是
D4256,新豐站,303新竹縣湖口鄉鳳山村新興路330號,03-5592308,4L聽裝煤油 (025,是
D4257,光明站,   新竹市東區光復路二段1號,03-5716471,4L聽裝煤油 (025,是
D4258,東林路站,310新竹縣竹東鎮東林路105號,03-5957003,4L聽裝煤油 (025,是
D4259,峨眉站,315新竹縣峨眉鄉峨眉村3-1號,03-5800564,4L聽裝煤油 (025,是
D4260,新庄子站,304新竹縣新豐鄉重興村新庄路429號,03-5593274,4L聽裝煤油 (025,否
D4261,芎林站,307新竹縣芎林鄉上山村文山路554號,03-5923740,4L聽裝煤油 (025,是
D4262,北大路站,   新竹市東區北大路374號,03-5227664,4L聽裝煤油 (025,是
D4265,北埔站,314新竹縣北埔鄉水?村麻布樹排20號,03-5802547,4L聽裝煤油 (025,是
D4266,南寮站,300新竹市北區東大路四段292號,03-5363424,4L聽裝煤油 (025,是
D426A,獅潭站,354苗栗縣獅潭鄉新店村新店9-1號,037-931276,4L聽裝煤油 (025,是
D426C,通利站,   苗栗縣通霄鎮平安里18鄰環市路二段1032號,037-764736,4L聽裝煤油 (025,是
D426E,後龍站,356苗栗縣後龍鎮中華路51-2號,037-722041,4L聽裝煤油 (025,是
D426F,北苗站,360苗栗縣苗栗市為公路110號,037-262439,4L聽裝煤油 (025,是
D426G,中苗站,360苗栗縣苗栗市中正路442號,037-326764,4L聽裝煤油 (025,是
D426H,中華路站,360苗栗縣苗栗市中華路30號,037-266431,4L聽裝煤油 (025,是
D426J,西湖站,368苗栗縣西湖鄉湖東村埔頂9-3號,037-921048,4L聽裝煤油 (025,是
D426K,公館站,363苗栗縣公館鄉玉泉村玉泉24-4號,037-222834,4L聽裝煤油 (025,是
D426L,銅鑼站,366苗栗縣銅鑼鄉銅鑼村中正路151號,037-981124,4L聽裝煤油 (025,是
D426M,通霄站,357苗栗縣通霄鎮中山路297號,037-752075,4L聽裝煤油 (025,是
D426N,山腳站,358苗栗縣苑裡鎮舊社里158號,037-745074,4L聽裝煤油 (025,是
D426P,自強路站,351苗栗縣頭份市東庄里六鄰自強路二段170號,037-615343,4L聽裝煤油 (025,是
D426R,苑裡站,358苗栗縣苑裡鎮中山路19號,037-866747,4L聽裝煤油 (025,是
D426T,三義站,367苗栗縣三義鄉廣盛村中正路146號,037-872204,4L聽裝煤油 (025,是
D426U,大湖站,364苗栗縣大湖鄉富興村2-1號,037-991072,4L聽裝煤油 (025,是
D426V,南平路站,351苗栗縣頭份市蘆竹路270號,037-612746,4L聽裝煤油 (025,是
D426W,頭份站,351苗栗縣頭份市自強路2號,037-663242,4L聽裝煤油 (025,是
D426X,蘆竹站,351苗栗縣頭份市中華路444號,037-623740,4L聽裝煤油 (025,是
D426Y,頭份工業區站,351苗栗縣頭份市蘆竹里中華路519號,037-626224,4L聽裝煤油 (025,否
D426Z,中正路站,350苗栗縣竹南鎮中正路120號,037-463428,4L聽裝煤油 (025,是
D4273,長安站,   新竹縣湖口鄉湖口村八德路二段461號,03-5696829,4L聽裝煤油 (025,是
D4278,奕承站,300新竹市香山區景觀大道830號,03-5292057,4L聽裝煤油 (025,是
D4279,長和站,300新竹市北區經國路二段293號,03-5420762,4L聽裝煤油 (025,否
D427A,竹南站,350苗栗縣竹南鎮東平路101號,037-624865,4L聽裝煤油 (025,是
D427E,大坪站,361苗栗縣造橋鄉錦水村錦水7-30號,037-541881,4L聽裝煤油 (025,是
D427F,三灣站,352苗栗縣三灣鄉三灣村中正路7-2號,037-831137,4L聽裝煤油 (025,是
D427G,南庄站,353苗栗縣南庄鄉中正路197號,037-822401,4L聽裝煤油 (025,是
D427H,頭屋站,362苗栗縣頭屋鄉象山村198-3號,037-252723,4L聽裝煤油 (025,是
D4340,博愛路站,   嘉義市東區博愛路ㄧ段2號,05-2762353,4L聽裝煤油 (025,是
D4341,新營站,730台南市新營區開元路52號,06-6322503,4L聽裝煤油 (025,是
D4342,斗六站,640雲林縣斗六市雲林路二段334號,05-5322534,4L聽裝煤油 (025,是
D4343,信義路站,600嘉義市西區博愛路二段519號,05-2359381,4L聽裝煤油 (025,是
D4344,西螺站,648雲林縣西螺鎮大園里大同路38號,05-5862240,4L聽裝煤油 (025,是
D4345,虎尾站,632雲林縣虎尾鎮平和里光復路131號,05-6322524,4L聽裝煤油 (025,是
D4346,吳鳳路站,   嘉義市東區吳鳳南路92號,05-2224070,4L聽裝煤油 (025,是
D4347,鹽水站,737台南市鹽水區橋南里月津路53號,06-6521204,4L聽裝煤油 (025,是
D4348,白河站,732台南市白河區永安里新厝子142號,06-6852134,4L聽裝煤油 (025,是
D4349,北港站,651雲林縣北港鎮華勝路87號,05-7832618,4L聽裝煤油 (025,是
D434A,梅山站,603嘉義縣梅山鄉梅北村中山路746號,05-2622821,4L聽裝煤油 (025,是
D434E,太保站,612嘉義縣太保市春珠里春珠178號,05-3711635,4L聽裝煤油 (025,是
D434F,六腳站,615嘉義縣六腳鄉六腳村六腳路2-15號,05-3781175,4L聽裝煤油 (025,是
D434G,蒜頭站,615嘉義縣六腳鄉蒜頭村1-15號,05-3802944,4L聽裝煤油 (025,是
D434H,布袋站,625嘉義縣布袋鎮興中里上海路1號,05-3471410,4L聽裝煤油 (025,是
D434J,二崙自強站,649雲林縣二崙鄉大同村大同路21號,05-5984084,4L聽裝煤油 (025,是
D434K,朴子山通路站,613嘉義縣朴子市大鄉里大?榔625號,05-3799580,4L聽裝煤油 (025,是
D434L,興嘉站,   嘉義市東區車店里上海路246號,05-2353461,4L聽裝煤油 (025,是
D434R,鹿草站,611嘉義縣鹿草鄉後堀村山仔腳59號,05-3751219,4L聽裝煤油 (025,是
D434T,褒忠站,634雲林縣褒忠鄉埔姜村三民路231號,05-6974165,4L聽裝煤油 (025,是
D434U,大林中正路站,622嘉義縣大林鎮中正路801號,05-2659202,4L聽裝煤油 (025,是
